URL,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,-5.042,0.033,0.00135,0,0.099,0.543,172.094
https://open.spotify.com/track/0gn0krlJTSSZvnMxh2ITHY,0.778,0.815,-3.502,0.238,0.0838,0,0.237,0.723,101.926
https://open.spotify.com/track/0gnavFFJzThvFoS5pquUS2,0.713,0.553,-5.046,0.184,0.0948,0.00103,0.121,0.69,69.909
https://open.spotify.com/track/0goGMOO54RYRmnl5rddwbg,0.583,0.946,-1.591,0.131,0.0377,0,0.0699,0.805,164.031
https://open.spotify.com/track/0gov4DF0HiQ69TAGbYtdpf,0.347,0.557,-7.891,0.0313,0.106,6.86E-06,0.14,0.136,165.032
https://open.spotify.com/track/0gs72Zn1Nxin1kvKpo9ee5,0.771,0.676,-6.018,0.223,0.285,4.49E-06,0.546,0.804,119.997
https://open.spotify.com/track/0gsFBTqSvRZApm1UT4rwWq,0.663,0.593,-7.891,0.478,0.207,0.000235,0.0696,0.436,110.98
https://open.spotify.com/track/0gseT0WDmRTXqpqsfP8ygZ,0.673,0.817,-5.318,0.0417,0.0707,0.0018,0.083,0.502,124.043
https://open.spotify.com/track/0gtSPYz0OHoF7k09Auq1uC,0.802,0.481,-5.132,0.043,0.0856,0,0.152,0.468,90.973
https://open.spotify.com/track/0gxRAduMDvZ9BCFVmgolvz,0.482,0.279,-9.11,0.0262,0.698,0,0.105,0.24,99.552
https://open.spotify.com/track/0gxfdKlRNsUhwb296HvUXA,0.896,0.739,-4.889,0.268,0.0851,5.28E-05,0.0879,0.767,134.101
https://open.spotify.com/track/0gySKxqIOHTVD3YObTsJug,0.875,0.814,-3.916,0.043,0.0827,0,0.184,0.695,109.996
https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,0.752,0.753,-5.84,0.0661,0.104,0,0.0705,0.911,112.094
https://open.spotify.com/track/0gzqZ9d1jIKo9psEIthwXe,0.536,0.928,-6.492,0.0589,0.0154,0.00134,0.2,0.389,136.258
https://open.spotify.com/track/0gzxcbzVIufQDGmxOhy1ZN,0.606,0.45,-10.806,0.241,0.399,5.81E-06,0.0939,0.454,97.886
https://open.spotify.com/track/0h0DsdS7Fpzq1dTopmPNpb,0.644,0.787,-5.602,0.322,0.234,0,0.29,0.441,92.184
https://open.spotify.com/track/0h4FK0CnlZ3oJnZ6quEk1P,0.542,0.903,-2.745,0.0731,0.166,3.53E-05,0.355,0.39,96.028
https://open.spotify.com/track/0h62lp2zAJSdl1P8mvpNJP,0.894,0.8,-3.055,0.28,0.0282,0,0.144,0.518,118.961
https://open.spotify.com/track/0h6XfGeMIfAA8rzda4ZTpN,0.593,0.98,-2.693,0.607,0.337,0,0.882,0.537,172.413
https://open.spotify.com/track/0h8VX60lat4433GnbP6vQs,0.505,0.76,-6.408,0.0414,0.000436,4.18E-05,0.139,0.244,106.058
https://open.spotify.com/track/0hCcoODav6ANUDe4WNZxjK,0.964,0.742,-6.68,0.0991,0.121,3.28E-05,0.0631,0.9,121.019
https://open.spotify.com/track/0hEsuWApbq8VCoWIOiF1dt,0.704,0.587,-6.783,0.417,0.136,0,0.201,0.478,174.378
https://open.spotify.com/track/0hFJbq9BugegnbxberNRHQ,0.768,0.618,-9.058,0.201,0.258,0,0.0793,0.719,109.793
https://open.spotify.com/track/0hHsZr5brELEFnSLtJs5wU,0.591,0.775,-7.702,0.0795,0.0654,3.77E-06,0.135,0.224,119.857
https://open.spotify.com/track/0hIDnar9l8WaCaY0RKizuo,0.672,0.88,-3.084,0.145,0.0472,0.245,0.233,0.533,125.016
https://open.spotify.com/track/0hKBQO2KtkDw99y7oUaTPf,0.768,0.807,-5.508,0.106,0.053,2.99E-06,0.214,0.575,112.001
https://open.spotify.com/track/0hKnOY47hN0PpVJARo0e37,0.738,0.888,-3.923,0.0417,0.00185,0.84,0.114,0.341,128.011
https://open.spotify.com/track/0hMmdL64r14D1m9yjRyv7U,0.828,0.516,-5.243,0.26,0.306,0,0.254,0.209,95.07
https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838
https://open.spotify.com/track/0hO1TYpui6CDdrNb7IFJi0,0.686,0.749,-4.991,0.0315,0.434,9.13E-06,0.139,0.533,118.021
https://open.spotify.com/track/0hURJYjOhE6NL72qaeQ9PK,0.748,0.752,-5.182,0.251,0.0742,0,0.128,0.33,98.95
https://open.spotify.com/track/0hYSal2BeLJ4LSpmKHVtPf,0.87,0.634,-5.262,0.263,0.345,0,0.112,0.672,130.16
https://open.spotify.com/track/0hiN512oWTYDSN73sbqjvx,0.735,0.617,-6.576,0.0598,0.454,0,0.0899,0.139,120.043
https://open.spotify.com/track/0hkqUhYnreGkFqiaicZRRE,0.485,0.338,-10.159,0.196,0.849,0,0.0839,0.334,83.888
https://open.spotify.com/track/0hlXUgUiIfedkY56EktGpd,0.607,0.673,-4.036,0.0431,0.171,0,0.177,0.766,139.475
https://open.spotify.com/track/0hmPxTuEmQ3WOOPksJ2T0c,0.638,0.889,-5.315,0.0352,0.0249,3.62E-06,0.181,0.384,125.005
https://open.spotify.com/track/0hmY0QQ1VvSdpkBkXI3oOf,0.821,0.675,-6.661,0.0709,0.228,0.019,0.0765,0.554,116.013
https://open.spotify.com/track/0hn2PSjE9TLCkMuPWbfEzn,0.733,0.711,-4.123,0.0726,0.292,0,0.284,0.556,99.93
https://open.spotify.com/track/0hnErtVKN1JyvfBNfpWDpO,0.505,0.443,-8.649,0.0249,0.453,0,0.0647,0.38,76.874
https://open.spotify.com/track/0hph5ZLIh4WG69ouwjQnxA,0.46,0.373,-8.637,0.0274,0.769,1.03E-05,0.142,0.351,112.727
https://open.spotify.com/track/0hrBpAOgrt8RXigk83LLNE,0.808,0.786,-6.897,0.0447,0.00928,0.0701,0.0574,0.899,96.987
https://open.spotify.com/track/0htoN1Awu7SQy0bDVpWMfH,0.718,0.782,-7.264,0.0298,0.606,0,0.0473,0.389,104.978
https://open.spotify.com/track/0hv3W4IjHmQVAlFqawHUa1,0.456,0.404,-6.772,0.0274,0.762,0,0.119,0.291,160.148
https://open.spotify.com/track/0hvN2v6fAcB6xWyW7UaooA,0.478,0.341,-12.556,0.0511,0.897,0,0.258,0.474,143.736
https://open.spotify.com/track/0hx3fLK3OAzqhfPfDLkw4I,0.627,0.204,-13.286,0.0494,0.921,5.11E-05,0.117,0.205,117.838
https://open.spotify.com/track/0hx4R2NJwhVDBGLugRzYWh,0.276,0.933,-6.359,0.0709,0.000845,2.51E-05,0.0728,0.382,171.791
https://open.spotify.com/track/0hz4N3VVMKNkXZjF8MIJUG,0.656,0.52,-7.21,0.298,0.166,0.114,0.23,0.0937,89.965
https://open.spotify.com/track/0i1zN4LQgwwAZeBEHjBe0D,0.665,0.51,-8.217,0.0338,0.131,0,0.133,0.664,97.812
https://open.spotify.com/track/0i2elQQdEZwsDX5icf0Co8,0.641,0.516,-6.857,0.0256,0.0177,0,0.0927,0.745,94.005
https://open.spotify.com/track/0i6LaB1qpY26ok8CbNZIvE,0.519,0.752,-5.713,0.0338,0.185,0,0.28,0.273,123.986
https://open.spotify.com/track/0i7bg5CcqyaceKjXaPXywN,0.63,0.735,-4.787,0.037,0.00516,1.96E-06,0.261,0.217,86.993
https://open.spotify.com/track/0i7lZhEMEheehKyCtBJIIL,0.125,0.174,-16.878,0.0363,0.949,0.00051,0.0881,0.123,89.095
https://open.spotify.com/track/0i8qXP5jTcu3dPfwZrboV3,0.717,0.668,-6.394,0.0684,0.214,0,0.135,0.642,80.005
https://open.spotify.com/track/0iC6b6zaBQg7VekaL6wRZM,0.767,0.682,-6.699,0.348,0.487,0,0.117,0.325,89.975
https://open.spotify.com/track/0iCZH8IpPmOnpOKM5X764P,0.787,0.725,-4.688,0.029,0.187,0,0.107,0.714,95.06
https://open.spotify.com/track/0iGFvoTYLKGfZstM4JH6yc,0.345,0.044,-29.256,0.0453,0.982,0.96,0.221,0.0675,90.43
https://open.spotify.com/track/0iHAiKtIZxpmNIo8WT0dbH,0.772,0.597,-7.787,0.238,0.554,0,0.121,0.578,139.963
https://open.spotify.com/track/0iKZOzJldfcGOIU9pvRhOh,0.386,0.834,-5.408,0.47,0.033,1.15E-05,0.106,0.641,181.961
https://open.spotify.com/track/0iLepQZplKG7yHcftpPNo1,0.348,0.789,-7.203,0.0869,0.00167,0.00981,0.351,0.108,168.795
https://open.spotify.com/track/0iLwLI2t4G3bhnkWNSvxD0,0.667,0.67,-13.969,0.0433,0.0551,0.00108,0.15,0.416,130.002
https://open.spotify.com/track/0iOHkI1AyDXfDeoXEFaP2e,0.36,0.687,-6.858,0.0734,0.203,1.86E-06,0.178,0.339,92.701
https://open.spotify.com/track/0iOZD91DEQm3nuTEk5Bt8k,0.41,0.615,-7.339,0.0614,0.317,1.30E-06,0.159,0.192,174.182
https://open.spotify.com/track/0iPzwxka6N9mFnAhsB86Ez,0.507,0.872,-4.164,0.0397,0.00372,0,0.285,0.523,148
https://open.spotify.com/track/0iQTYM2f0ZO6nAPIWq0olW,0.83,0.496,-7.92,0.0585,0.0726,0.00459,0.103,0.569,118.989
https://open.spotify.com/track/0iRf0UTth80CIlXxSLoKSa,0.674,0.747,-9.794,0.0622,0.0515,5.72E-05,0.0565,0.608,102.994
https://open.spotify.com/track/0iTCmKvuU1ReULiQB0rI7n,0.764,0.646,-5.375,0.0711,0.158,1.37E-06,0.0889,0.612,130.927
https://open.spotify.com/track/0iV9yfj1knFNOSEiuTHZwl,0.244,0.274,-10.433,0.04,0.871,1.18E-05,0.0897,0.164,68.534
https://open.spotify.com/track/0iVAPfPW2NkfxCqu0a1UBl,0.483,0.248,-9.368,0.0502,0.91,0,0.713,0.415,98.136
https://open.spotify.com/track/0iYUChSCKX2ZBJJDHGOUPw,0.794,0.569,-7.854,0.0396,0.618,0.0311,0.0646,0.964,134.323
https://open.spotify.com/track/0ib1eHSccu3AZ9UnL4JZdc,0.637,0.457,-5.786,0.0296,0.329,0,0.115,0.557,79.926
https://open.spotify.com/track/0ibNB0ddusp5eJVnBJnMMu,0.667,0.93,-3.647,0.0419,0.126,0.000998,0.156,0.685,125.963
https://open.spotify.com/track/0idpZd3WfXzzSj4qo34LIo,0.892,0.53,-8.679,0.299,0.263,0,0.102,0.544,108.066
https://open.spotify.com/track/0if6S6CcMxIo3hfjJVlArP,0.752,0.628,-5.527,0.3,0.682,2.29E-06,0.159,0.486,95.047
https://open.spotify.com/track/0ifIfnJWlVFfGk9oLibPzd,0.814,0.673,-6.825,0.274,0.0271,0.00102,0.39,0.458,123.124
https://open.spotify.com/track/0ihMkv4Usn03EEEF8Rlw22,0.708,0.936,-1.734,0.0953,0.389,0,0.883,0.71,126.001
https://open.spotify.com/track/0ijBacNDauU0AJEhz6ytM0,0.417,0.693,-5.162,0.0313,0.0152,0,0.149,0.363,149.975
https://open.spotify.com/track/0ijT1F143SdGb45SQB3rHk,0.705,0.37,-8.324,0.026,0.535,9.91E-06,0.117,0.359,89.963
https://open.spotify.com/track/0ikRchpmFlaqlzLRgu9qWk,0.424,0.666,-6.683,0.0473,0.396,0.000169,0.12,0.275,160.079
https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,0.62,0.573,-11.893,0.0423,0.271,0,0.0607,0.897,81.548
https://open.spotify.com/track/0imzSFFJDCdKruduJHFN6A,0.801,0.551,-6.987,0.0427,0.115,0,0.113,0.885,124.009
https://open.spotify.com/track/0inShB8upTbOMvba7Uj1II,0.485,0.844,-5.3,0.069,0.629,1.40E-06,0.111,0.231,136.002
https://open.spotify.com/track/0ioMNn20aZVnttrXicPgBL,0.523,0.21,-12.078,0.0414,0.768,0,0.156,0.349,82.538
https://open.spotify.com/track/0irG7UHJP2APS0hul5MCat,0.837,0.681,-4.823,0.102,0.00864,0,0.168,0.794,115.032
https://open.spotify.com/track/0itVb73YuJkYfPpWxs73Qb,0.738,0.923,-3.301,0.0833,0.154,0,0.311,0.687,110.992
https://open.spotify.com/track/0iuLGMsB9xBbg5D4iabTtT,0.567,0.563,-6.265,0.196,0.0379,0,0.0923,0.363,104.813
https://open.spotify.com/track/0ivYdbkBZnS18uZxNLHEhx,0.692,0.753,-4.419,0.04,0.035,0,0.134,0.718,113.985
https://open.spotify.com/track/0iwb8UKka25U0nYWxpJ3zs,0.575,0.952,-2.559,0.0915,0.0592,0,0.123,0.718,133.878
https://open.spotify.com/track/0ix3RUQ76mECOKP6LDPy66,0.726,0.808,-4.377,0.134,0.344,0.000163,0.0828,0.483,96.042
https://open.spotify.com/track/0iyrGs4yXc2lWQCqCgCx0C,0.61,0.318,-12.26,0.0303,0.165,0.00227,0.115,0.453,62.557
https://open.spotify.com/track/0iz7HuYfzFrGtwdvxMX3GG,0.776,0.797,-6.806,0.127,0.187,4.04E-06,0.0964,0.635,131.66
https://open.spotify.com/track/0izGL1EhHAt9Rkc6cmwi4G,0.528,0.427,-7.016,0.0893,0.724,0,0.144,0.494,112.745
https://open.spotify.com/track/0j0ntQup1Wp9ZiQTUvgnhm,0.594,0.462,-5.834,0.0272,0.209,0,0.257,0.663,109.832
https://open.spotify.com/track/0j2U0uKqPtCi80urIcHkWC,0.369,0.255,-9.526,0.0358,0.932,0,0.105,0.183,118.432
https://open.spotify.com/track/0j55I9vHZzI6x6yqrSJQ7M,0.503,0.238,-17.378,0.0359,0.801,0.000562,0.0816,0.358,180.917
https://open.spotify.com/track/0j5u5RCr7LV4weyJdxkgR6,0.593,0.725,-7.066,0.0255,0.0378,2.41E-05,0.0946,0.56,135.065
https://open.spotify.com/track/0j8h1wiMCLCFQ7IAcVgsa8,0.738,0.863,-4.29,0.155,0.0402,0,0.334,0.721,89.987
https://open.spotify.com/track/0j8zA8KrITjLVoAm3H3X6u,0.646,0.784,-6.096,0.0342,0.128,0.00637,0.0974,0.978,150.165
https://open.spotify.com/track/0j91VTv3PrBm4qtHSnzjqw,0.707,0.975,-0.152,0.0769,0.574,0,0.213,0.812,103.01
https://open.spotify.com/track/0jEotiCuAnx6QIGRshctek,0.429,0.872,-2.999,0.044,0.039,0.0299,0.267,0.412,159.966
https://open.spotify.com/track/0jEwNhGaid3bhzpXk6pMHr,0.804,0.457,-7.404,0.0967,0.338,0,0.122,0.662,119.931
https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST,0.722,0.833,-3.915,0.094,0.0556,0,0.195,0.53,93.941
https://open.spotify.com/track/0jGU3AkfaJkT8SSbx4kSiJ,0.711,0.706,-6.347,0.128,0.0194,3.67E-06,0.0701,0.395,104.852
https://open.spotify.com/track/0jH109RXb8TfXNLxBobU0A,0.658,0.666,-6.833,0.0651,0.0274,0,0.0829,0.228,96.045
https://open.spotify.com/track/0jHVcjRmz53isQnjHCJwFo,0.361,0.91,-3.616,0.0447,0.000447,0,0.342,0.38,177.977
https://open.spotify.com/track/0jHkgTtTaqg5LNCiYDQPUB,0.55,0.611,-10.657,0.0443,0.0392,0,0.0631,0.626,168.512
https://open.spotify.com/track/0jIitZeIQRTaZgFQf2WpGK,0.607,0.869,-3.664,0.0896,0.0827,0,0.42,0.591,135.533
https://open.spotify.com/track/0jM6ZOB5I2Wv9CNYYrawWK,0.59,0.666,-7.135,0.0582,0.363,0,0.191,0.718,78.12
https://open.spotify.com/track/0jNEIrclpeUsQeNiOTidyI,0.543,0.885,-3.797,0.281,0.019,0,0.141,0.224,130.02
https://open.spotify.com/track/0jOfl1nZf6sVBTG08Q4brn,0.852,0.727,-4.851,0.267,0.0962,0,0.154,0.496,130.015
https://open.spotify.com/track/0jPLBur1qXRfj3pbuJSX03,0.697,0.675,-4.688,0.317,0.275,0,0.0767,0.292,158.133
https://open.spotify.com/track/0jRcwtTkpoGPAlhdHMYHaJ,0.47,0.747,-7.146,0.0606,0.547,0,0.269,0.561,139.799
https://open.spotify.com/track/0jSMnY1V9iLW5dJwC6PQly,0.736,0.964,-2.147,0.129,0.198,2.32E-06,0.336,0.953,179.935
https://open.spotify.com/track/0jTmeCbFeCpSijXuiCXsrL,0.846,0.631,-9.683,0.323,0.0756,0,0.131,0.692,96.04
https://open.spotify.com/track/0jVPEBd4wyHupkTHwzQRyc,0.528,0.874,-3.028,0.0456,0.045,0,0.0888,0.376,105.042
https://open.spotify.com/track/0jWYIVQ6q5ixWpdUYpcEeh,0.682,0.624,-7.551,0.0772,0.467,0.0261,0.0886,0.202,119.076
https://open.spotify.com/track/0jZ4fre462hosE6k5EgRVS,0.605,0.853,-5.281,0.0344,0.156,0.117,0.194,0.52,127.657
https://open.spotify.com/track/0jdeV5dSB3kUBRqe1xQJbh,0.598,0.4,-10.054,0.0241,0.459,0,0.151,0.369,96.938
https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,0.543,0.39,-7.202,0.0322,0.489,0,0.111,0.303,73.415
https://open.spotify.com/track/0jeJR3LdrC2QJNviq7wjzp,0.495,0.745,-5.475,0.035,0.142,0.000441,0.194,0.589,143.398
https://open.spotify.com/track/0jefzmTNGgqmxVgMbNWdOa,0.565,0.772,-5.543,0.063,0.00227,0,0.168,0.395,128.018
https://open.spotify.com/track/0jf1p05Ysww7I9nlFd6sPW,0.517,0.268,-10.941,0.0306,0.526,0,0.103,0.129,118.04
https://open.spotify.com/track/0jfTFAhwdLl6AnKRACsFWr,0.863,0.861,-3.561,0.152,0.0847,0,0.0343,0.913,124.926
https://open.spotify.com/track/0jfvayR4o86rv0UwQ1g3fX,0.744,0.861,-3.51,0.0936,0.0455,0,0.321,0.689,129.88
https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v,0.753,0.617,-7.537,0.0813,0.145,0.000394,0.146,0.157,110.021
https://open.spotify.com/track/0jhvJs0gITrnMS9cS32hms,0.815,0.673,-7.255,0.157,0.677,0.000154,0.131,0.753,97.888
https://open.spotify.com/track/0jiW3PNiHJxOhWh9oPBJ7m,0.826,0.422,-8.217,0.11,0.483,0,0.108,0.223,119.997
https://open.spotify.com/track/0jifGy1MPZLmNdfKDDIvOo,0.684,0.688,-5.991,0.0363,0.0129,0,0.0442,0.634,99.993
https://open.spotify.com/track/0jk3M6BLQgZhjq0K4ZvUWv,0.708,0.916,-1.303,0.239,0.156,4.97E-05,0.0702,0.807,229.921
https://open.spotify.com/track/0jlJ78sW0pCCSxDw2yKe4A,0.674,0.817,-3.924,0.0918,0.0187,0.000506,0.901,0.745,129.059
https://open.spotify.com/track/0jpqyRsbrdXNzlklZH1tho,0.444,0.493,-8.032,0.0285,0.442,0.000915,0.153,0.165,124.816
https://open.spotify.com/track/0jqK7sGTLsHPkQrrcrGuKD,0.431,0.95,-4.918,0.26,0.00105,3.63E-05,0.272,0.56,191.936
https://open.spotify.com/track/0js77PVp734uKomKp4Sf4F,0.618,0.946,-3.808,0.105,0.116,0.000295,0.288,0.296,114.042
https://open.spotify.com/track/0jse5Xyee8KhfsZYsib0WM,0.543,0.163,-14.527,0.0252,0.605,0,0.174,0.222,98.164
https://open.spotify.com/track/0jwRuf0oR6FcDetPlpJ5z6,0.346,0.547,-8.433,0.0323,0.287,0.0108,0.108,0.498,182.922
https://open.spotify.com/track/0jx8zY5JQsS4YEQcfkoc5C,0.771,0.647,-5.127,0.376,0.294,0,0.37,0.678,155.914
https://open.spotify.com/track/0jyp1mxMcX3hXH5vJnZlWI,0.704,0.934,-4.027,0.042,0.0748,0,0.0795,0.961,105.994
https://open.spotify.com/track/0jzDEmL1YQSElsZMeWyBFy,0.314,0.279,-10.712,0.0357,0.87,7.39E-06,0.113,0.154,120.17
https://open.spotify.com/track/0jzotNPulDSpXaPhAxcVDg,0.868,0.634,-6.222,0.105,0.342,0,0.171,0.746,107
https://open.spotify.com/track/0k23rRi1B8ZHrKtzECGoyk,0.896,0.859,-4.232,0.211,0.154,0.000115,0.212,0.938,93.016
https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,0.951,0.6,-4.675,0.0685,0.106,0,0.0712,0.822,125.04
https://open.spotify.com/track/0k3UK6ifzHmyPts4QCfsLN,0.543,0.342,-8.641,0.0321,0.649,0,0.097,0.222,123.776
https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz,0.689,0.711,-5.027,0.0455,0.00714,0.000499,0.135,0.566,115.048
https://open.spotify.com/track/0kAkve9XSoVd40LkRrvMhB,0.698,0.628,-6.505,0.056,0.138,0,0.109,0.443,105.014
https://open.spotify.com/track/0kBIGMw5ngDwLWUy2RrUw6,0.418,0.468,-7.855,0.0337,0.823,1.08E-06,0.112,0.334,139.775
https://open.spotify.com/track/0kCPSftkLQW4TOkVRIx1Er,0.835,0.425,-8.806,0.0367,0.538,0,0.08,0.779,96.001
https://open.spotify.com/track/0kCeO2xKAru3J81WZgFT2e,0.5,0.619,-7.541,0.209,0.0731,0,0.0947,0.727,123.366
https://open.spotify.com/track/0kDgL5OLq5ZWSqc1bU6RCQ,0.482,0.685,-6.86,0.0376,0.31,0,0.234,0.621,136.676
https://open.spotify.com/track/0kEGSiImai6jPmwwxKxhZk,0.793,0.778,-2.977,0.0328,0.2,2.28E-06,0.311,0.941,145.019
https://open.spotify.com/track/0kL4D4qf5bkMt30voq7A4C,0.773,0.761,-5.71,0.295,0.0352,0,0.303,0.632,150.065
https://open.spotify.com/track/0kM7Geaz7x7r17CPONjpOU,0.664,0.894,-3.729,0.271,0.219,0,0.134,0.605,191.966
https://open.spotify.com/track/0kMI9akTTJnC8oogTuy3Sd,0.626,0.706,-4.425,0.0554,0.252,2.59E-06,0.115,0.961,87.989
https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,-6.209,0.0454,0.196,0,0.083,0.301,174.152
https://open.spotify.com/track/0kOiIgwbHFH5RLPgL53WUt,0.539,0.846,-3.192,0.0354,0.0063,1.68E-06,0.13,0.46,106.992
https://open.spotify.com/track/0kQ10E3oZxYual4r0MXaii,0.626,0.471,-7.966,0.0263,0.76,0,0.106,0.489,99.93
https://open.spotify.com/track/0kRXKY0cddF9A94pcHdsuT,0.505,0.156,-12.623,0.0354,0.864,5.60E-05,0.16,0.316,119.665
https://open.spotify.com/track/0kSWxLWJQQ3lRKyRBuGRIy,0.639,0.565,-9.569,0.0249,0.0119,0,0.288,0.452,93.016
https://open.spotify.com/track/0kSgLPmMEquNYi2SDaw6qi,0.511,0.87,-4.438,0.423,0.163,0,0.549,0.239,166.15
https://open.spotify.com/track/0kTYzXP3t77qcv4ZFpxGzd,0.571,0.547,-6.731,0.0438,0.707,0,0.168,0.402,136.219
https://open.spotify.com/track/0kX7KpJb6SWcCx55wVX7gg,0.465,0.614,-6.535,0.0316,0.12,0,0.0941,0.246,162.011
https://open.spotify.com/track/0kXRMky5Txhy7UzMCHZMkL,0.765,0.604,-4.925,0.284,0.293,0.000192,0.167,0.531,80.935
https://open.spotify.com/track/0kZOgFGhGfYW5WmdiTb5VV,0.906,0.601,-2.948,0.0836,0.309,0,0.0917,0.545,114.024
https://open.spotify.com/track/0kbxJuMLiBhUrcFTMvMkOq,0.59,0.808,-6.27,0.0491,0.00897,0,0.135,0.36,97.026
https://open.spotify.com/track/0kcS3rRlq74i1qNrGmxQqZ,0.697,0.768,-8.618,0.301,0.303,0,0.368,0.699,96.887
https://open.spotify.com/track/0kcYh0fWUteNjFHybsE5zb,0.254,0.398,-9.404,0.0371,0.614,0.105,0.124,0.11,164.615
https://open.spotify.com/track/0kcYzEvagMWsp9wL6RxW90,0.525,0.516,-7.931,0.0299,0.38,0,0.365,0.25,137.972
https://open.spotify.com/track/0kdVIAjTAkAFo7dYdciDU1,0.54,0.953,-2.237,0.0809,0.0622,0.658,0.132,0.124,139.902
https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z,0.665,0.621,-8.571,0.0524,0.38,0,0.119,0.632,147.975
https://open.spotify.com/track/0keOu2WiIlxOOQrZgaVkfm,0.874,0.749,-4.1,0.277,0.0635,6.59E-05,0.129,0.702,117.995
https://open.spotify.com/track/0kgAZXPOuA6uhXLrApLWAN,0.745,0.526,-10.302,0.0777,0.141,0.0234,0.11,0.895,98.003
https://open.spotify.com/track/0kk2uT5Ff2o9BpWUoRLArr,0.509,0.503,-9.944,0.025,0.069,0.411,0.292,0.31,163.094
https://open.spotify.com/track/0kkAAideWcSLFrbMHWY3WQ,0.794,0.869,-4.367,0.064,0.0325,0.0027,0.091,0.219,118.047
https://open.spotify.com/track/0klZpFX0a84jdkqzPNrLQs,0.643,0.909,-8.467,0.0965,0.233,0,0.0809,0.818,102.202
https://open.spotify.com/track/0klua1U9FBgZXlEC80LXvt,0.648,0.942,-2.653,0.0556,0.00458,0.12,0.305,0.655,110.009
https://open.spotify.com/track/0kmrXYtFI8cgxsShrJpThx,0.657,0.571,-6.52,0.0379,0.6,0,0.195,0.798,126.004
https://open.spotify.com/track/0knC21kppi1hRP2R0Bwwmp,0.561,0.654,-6.053,0.0252,0.301,0,0.0818,0.195,155.952
https://open.spotify.com/track/0ko8LNAAqO5fFaxjrc3O3D,0.657,0.702,-5.71,0.0328,0.00144,0.00179,0.424,0.24,123.003
https://open.spotify.com/track/0kpnAmtgL35QcmYsd0VYBb,0.41,0.411,-7.373,0.0488,0.52,0,0.124,0.22,125.424
https://open.spotify.com/track/0kuKQQMx6L3efJuRVTgWQb,0.586,0.197,-14.649,0.0307,0.847,3.36E-06,0.0515,0.299,95.529
https://open.spotify.com/track/0kupBE53w6kdihlx9G5dIc,0.306,0.625,-6.489,0.036,0.0267,0,0.262,0.14,86.324
https://open.spotify.com/track/0kvNKXuj2MUAymYGFFIW6w,0.873,0.648,-3.176,0.0717,0.275,0,0.593,0.66,117.955
https://open.spotify.com/track/0kw00HuyHOsDFkWgzJQ0ek,0.552,0.612,-4.852,0.281,0.154,0,0.105,0.375,97.99
https://open.spotify.com/track/0kwuKfWntoGh0EWyYb7Mpf,0.352,0.551,-16.545,0.0362,0.779,0.902,0.167,0.103,168.022
https://open.spotify.com/track/0kyo24FJ37m3fiKcEt0AA9,0.786,0.743,-6.796,0.0453,0.113,0.000782,0.186,0.38,114.027
https://open.spotify.com/track/0kyzMIcj77r11HMsPPBuiT,0.6,0.485,-8.59,0.283,0.699,8.81E-06,0.105,0.286,89.586
https://open.spotify.com/track/0l08dcPEqNEUhymVBext8h,0.833,0.681,-6.248,0.356,0.0406,0,0.0926,0.839,85.497
https://open.spotify.com/track/0l59jwZdp3G7XbJETm1rg5,0.512,0.421,-6.725,0.026,0.774,0,0.109,0.22,101.871
https://open.spotify.com/track/0l8BwV16S4OoLRf5fsZTHB,0.474,0.649,-4.963,0.0375,0.066,0,0.14,0.468,114.116
https://open.spotify.com/track/0l90pADo6YGrEiTVxlGKhF,0.841,0.852,-3.791,0.0452,0.379,6.65E-05,0.0628,0.933,105.089
https://open.spotify.com/track/0lAAlGCLbh5dSMCpZHS8hb,0.742,0.815,-5.943,0.0314,0.392,0,0.0827,0.889,113.021
https://open.spotify.com/track/0lCmQz8PktuViUeP6CNRRK,0.456,0.408,-6.809,0.0273,0.68,4.10E-06,0.108,0.32,129.834
https://open.spotify.com/track/0lCmYIPWQZRGQXfgv9CtkG,0.244,0.252,-12.53,0.0319,0.763,0,0.31,0.367,94.127
https://open.spotify.com/track/0lF4f6Difjc6Z3prGHqbJM,0.744,0.7,-6.927,0.061,0.0117,0,0.119,0.539,113.037
https://open.spotify.com/track/0lFgXIJbSU1jvCwETjZnwN,0.681,0.87,-6.136,0.0651,0.0103,3.34E-06,0.0838,0.506,112.02
https://open.spotify.com/track/0lGUMaBzkSXBHXhyvPObkZ,0.918,0.394,-13.778,0.161,0.0976,0,0.138,0.783,119.998
